COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
BGR,2107993,832225,2079728,4617062,66,30,12,30,30-12-2020,23-12-2023,30-04-2023
BGR,2108345,832508,2080130,4617875,66,30,12,30,30-12-2020,23-12-2023,28-05-2023
BGR,2108411,832658,2080199,4618151,66,30,12,30,30-12-2020,23-12-2023,25-06-2023
BGR,2108467,832798,2080248,4618392,66,30,12,30,30-12-2020,23-12-2023,30-07-2023
BGR,2108524,832937,2080297,4618632,66,30,12,30,30-12-2020,23-12-2023,27-08-2023
BGR,2115728,840768,2080352,4638505,67,30,12,30,30-12-2020,23-12-2023,24-09-2023
BGR,2149734,863100,2080455,4712465,68,31,12,30,30-12-2020,23-12-2023,29-10-2023
BGR,2155863,864723,2080472,4723016,68,31,12,30,30-12-2020,23-12-2023,26-11-2023
BGR,62216,,18165,80381,1,1,,,30-12-2020,23-12-2023,31-01-2021
BGR,212704,,44896,257600,4,3,,1,30-12-2020,24-09-2023,28-02-2021
BGR,363729,,92404,456133,7,5,,1,30-12-2020,23-12-2023,28-03-2021
BGR,594414,,201276,795690,11,9,,3,30-12-2020,23-12-2023,25-04-2021
BGR,806760,,569454,1376214,20,12,,8,30-12-2020,23-12-2023,30-05-2021
BGR,953024,,800863,1771027,25,14,,12,30-12-2020,23-12-2023,27-06-2021
BGR,1099211,,917362,2016572,29,16,,13,30-12-2020,23-12-2023,25-07-2021
BGR,1269682,,1026628,2296310,33,18,,15,30-12-2020,23-12-2023,29-08-2021
BGR,1398423,,1133841,2532264,36,20,,16,30-12-2020,23-12-2023,26-09-2021
BGR,1644213,,1198614,2842827,41,24,,17,30-12-2020,23-12-2023,31-10-2021
BGR,1880988,,1348701,3328548,48,27,,19,30-12-2020,23-12-2023,28-11-2021
BGR,1975590,,1449461,3693513,53,28,,21,30-12-2020,23-12-2023,26-12-2021
BGR,2056075,89984,1994218,4186784,60,30,1,29,30-12-2020,23-12-2023,30-01-2022
BGR,2076775,684459,2039006,4300195,62,30,10,29,30-12-2020,23-12-2023,27-02-2022
BGR,2083142,718714,2052140,4350847,63,30,10,30,30-12-2020,23-12-2023,27-03-2022
BGR,2087515,742984,2057603,4382722,63,30,11,30,30-12-2020,23-12-2023,24-04-2022
BGR,2090481,754827,2061348,4399603,63,30,11,30,30-12-2020,23-12-2023,29-05-2022
BGR,2092488,761907,2063622,4412334,63,30,11,30,30-12-2020,23-12-2023,26-06-2022
BGR,2096650,782216,2066817,4472909,64,30,11,30,30-12-2020,23-12-2023,31-07-2022
MYS,28096654,16254639,27510065,72278277,223,87,50,85,24-02-2021,31-12-2023,27-11-2022
MYS,28100594,16267242,27514187,72348968,224,87,50,85,24-02-2021,31-12-2023,25-12-2022
MYS,28104917,16288669,27517945,72533653,224,87,50,85,24-02-2021,31-12-2023,29-01-2023
MYS,28107682,16299779,27520900,72577092,224,87,50,85,24-02-2021,31-12-2023,26-02-2023
MYS,28109513,16308045,27523433,72596302,224,87,50,85,24-02-2021,31-12-2023,26-03-2023
MYS,28110458,16314845,27525084,72609455,224,87,50,85,24-02-2021,31-12-2023,30-04-2023
MYS,28112120,16320339,27526273,72621194,224,87,50,85,24-02-2021,31-12-2023,28-05-2023
MYS,28112930,16323293,27526914,72626527,224,87,50,85,24-02-2021,31-12-2023,25-06-2023
MYS,28113586,16325778,27527598,72629976,224,87,50,85,24-02-2021,31-12-2023,30-07-2023
MYS,28124872,16334248,27538312,72633424,224,87,50,85,24-02-2021,31-12-2023,27-08-2023
MYS,28133902,16341275,27546916,72636762,224,87,50,85,24-02-2021,31-12-2023,24-09-2023
MYS,28135418,16343703,27548510,72640210,224,87,50,85,24-02-2021,31-12-2023,29-10-2023
MYS,28136885,16346052,27550053,72643548,224,87,51,85,24-02-2021,31-12-2023,26-11-2023
MYS,11376,,,11376,,,,,24-02-2021,31-12-2023,28-02-2021
MYS,488085,,215719,703804,2,2,,1,24-02-2021,31-12-2023,28-03-2021
MYS,884207,,559967,1444174,4,3,,2,24-02-2021,31-12-2023,25-04-2021
MYS,1786093,,1002705,2788798,9,6,,3,24-02-2021,31-12-2023,30-05-2021
MYS,5658963,,2252421,7911385,24,17,,7,24-02-2021,31-12-2023,27-06-2021
MYS,13467268,,6557870,20025138,62,42,,20,24-02-2021,31-12-2023,25-07-2021
MYS,19615268,,14857695,34472963,107,61,,46,24-02-2021,31-12-2023,29-08-2021
MYS,23389693,,20101826,43169337,133,72,,62,24-02-2021,31-12-2023,26-09-2021
MYS,25363704,,24342924,48415379,150,78,,75,24-02-2021,31-12-2023,31-10-2021
MYS,25872462,,25242933,53555745,165,80,,78,24-02-2021,31-12-2023,28-11-2021
MYS,25985461,,25398672,57479498,178,80,,78,24-02-2021,31-12-2023,26-12-2021
MYS,26125755,11877011,25537679,63510908,196,81,37,79,24-02-2021,31-12-2023,30-01-2022
MYS,26974313,14668329,25752106,67187122,208,83,45,80,24-02-2021,31-12-2023,27-02-2022
MYS,27509760,15799231,25806659,68903629,213,85,49,80,24-02-2021,31-12-2023,27-03-2022
MYS,27765699,16034004,26702380,70288723,217,86,50,83,24-02-2021,31-12-2023,24-04-2022
MYS,27982304,16098971,27066276,70933336,219,86,50,84,24-02-2021,31-12-2023,29-05-2022
MYS,28039557,16143930,27277588,71246010,220,87,50,84,24-02-2021,31-12-2023,26-06-2022
MYS,28071182,16184481,27421719,71736130,222,87,50,85,24-02-2021,31-12-2023,31-07-2022
MYS,28087683,16217638,27494630,72052708,223,87,50,85,24-02-2021,31-12-2023,28-08-2022
MYS,28089493,16236987,27501845,72135779,223,87,50,85,24-02-2021,31-12-2023,25-09-2022
MYS,28092116,16244714,27505251,72185602,223,87,50,85,24-02-2021,31-12-2023,30-10-2022
VEN,,,,23000,,,,,22-02-2021,29-12-2023,28-02-2021
VEN,,,,141833,,,,,22-02-2021,29-12-2023,28-03-2021
VEN,,,,230000,1,,,,22-02-2021,29-12-2023,25-04-2021
VEN,,,,230000,1,,,,22-02-2021,29-12-2023,30-05-2021
VEN,1223130,,223858,1446988,5,4,,1,22-02-2021,29-12-2023,27-06-2021
VEN,2347527,,1405835,3612473,13,8,,5,22-02-2021,29-12-2023,25-07-2021
VEN,5814451,,3326547,9150998,32,20,,12,22-02-2021,29-12-2023,29-08-2021
VEN,9316237,,5737099,15054764,53,33,,20,22-02-2021,29-12-2023,26-09-2021
VEN,11049883,,7063837,18128577,64,39,,25,22-02-2021,29-12-2023,31-10-2021
VEN,16415684,,9858581,26314390,93,58,,35,22-02-2021,29-12-2023,28-11-2021
VEN,18393519,,11608305,30049714,106,65,,41,22-02-2021,29-12-2023,26-12-2021
VEN,21222823,291567,13870357,36042495,127,75,1,49,22-02-2021,29-12-2023,30-01-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,27-02-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,27-03-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,24-04-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,29-05-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,26-06-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,31-07-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,28-08-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,25-09-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,30-10-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,27-11-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,25-12-2022
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,29-01-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,26-02-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,26-03-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,30-04-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,28-05-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,25-06-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,30-07-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,27-08-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,24-09-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,29-10-2023
VEN,22157232,651502,14287370,37860994,133,78,2,50,22-02-2021,29-12-2023,26-11-2023
BHS,5139,,,5139,1,1,,,14-03-2021,29-12-2023,28-03-2021
BHS,30403,,,30403,8,8,,,14-03-2021,29-12-2023,25-04-2021
BHS,42819,,5997,48816,12,11,,2,14-03-2021,29-12-2023,30-05-2021
BHS,57001,,30688,87690,22,14,,8,14-03-2021,29-12-2023,27-06-2021
BHS,60753,,44350,105103,27,15,,11,14-03-2021,29-12-2023,25-07-2021
BHS,85199,,53945,139143,35,22,,14,14-03-2021,29-12-2023,29-08-2021
BHS,118778,,85674,204452,52,30,,22,14-03-2021,29-12-2023,26-09-2021
BHS,133187,,124387,257574,65,34,,32,14-03-2021,29-12-2023,31-10-2021
BHS,142603,,138266,280176,71,36,,35,14-03-2021,29-12-2023,28-11-2021
BHS,146470,6954,147365,300214,76,37,2,37,14-03-2021,29-12-2023,26-12-2021
BHS,149598,18037,151520,318916,81,38,5,39,14-03-2021,29-12-2023,30-01-2022
BHS,151869,22327,154155,328351,83,39,6,39,14-03-2021,29-12-2023,27-02-2022
BHS,153889,25075,156540,335504,85,39,6,40,14-03-2021,29-12-2023,27-03-2022
BHS,156670,27866,157964,340866,87,40,7,40,14-03-2021,29-12-2023,24-04-2022
BHS,166471,29451,158869,343944,87,42,7,40,14-03-2021,29-12-2023,29-05-2022
BHS,166471,31485,160752,348832,89,42,8,41,14-03-2021,29-12-2023,26-06-2022
BHS,166940,31626,161376,350982,89,42,8,41,14-03-2021,29-12-2023,31-07-2022
BHS,171836,31626,163437,357545,91,44,8,42,14-03-2021,29-12-2023,28-08-2022
BHS,172948,32960,164779,362109,92,44,8,42,14-03-2021,29-12-2023,25-09-2022
BHS,173529,32960,165317,362968,92,44,8,42,14-03-2021,29-12-2023,30-10-2022
BHS,174147,33585,165633,364701,93,44,9,42,14-03-2021,29-12-2023,27-11-2022
BHS,174147,33585,165633,364701,93,44,9,42,14-03-2021,29-12-2023,25-12-2022
BHS,174147,33585,165633,364701,93,44,9,42,14-03-2021,29-12-2023,29-01-2023
BHS,174147,33585,165633,364701,93,44,9,42,14-03-2021,29-12-2023,26-02-2023
BHS,174147,33585,165633,364701,93,44,9,42,14-03-2021,29-12-2023,26-03-2023
BHS,174573,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,30-04-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,28-05-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,25-06-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,30-07-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,27-08-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,24-09-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,29-10-2023
BHS,174810,33717,166972,366359,93,44,9,42,14-03-2021,29-12-2023,26-11-2023
GEO,327935,,159786,487722,12,8,,4,17-03-2021,23-12-2023,25-07-2021
GEO,773526,,370453,1143979,29,19,,9,17-03-2021,23-12-2023,29-08-2021
GEO,946159,,753317,1699476,43,24,,19,17-03-2021,23-12-2023,26-09-2021
GEO,988522,,860718,1849240,46,25,,22,17-03-2021,23-12-2023,31-10-2021
GEO,1085171,,906213,1991385,50,27,,23,17-03-2021,23-12-2023,28-11-2021
GEO,1202472,,1041081,2310802,58,30,,26,17-03-2021,23-12-2023,26-12-2021
GEO,1247326,23737,1107552,2512601,63,31,1,28,17-03-2021,23-12-2023,30-01-2022
GEO,1262335,202433,1144604,2609372,65,32,5,29,17-03-2021,23-12-2023,27-02-2022
GEO,1272052,219847,1155370,2647268,66,32,6,29,17-03-2021,23-12-2023,27-03-2022
GEO,1278752,233310,1162520,2674581,67,32,6,29,17-03-2021,23-12-2023,24-04-2022
GEO,1282531,239052,1167203,2688786,67,32,6,29,17-03-2021,23-12-2023,29-05-2022
GEO,1285461,241552,1170624,2697637,68,32,6,29,17-03-2021,23-12-2023,26-06-2022
GEO,1288286,244840,1173613,2706738,68,32,6,29,17-03-2021,23-12-2023,31-07-2022
GEO,1291120,246724,1176318,2714162,68,32,6,29,17-03-2021,23-12-2023,28-08-2022
GEO,1293469,248034,1178830,2720334,68,32,6,30,17-03-2021,23-12-2023,25-09-2022
GEO,1295144,248792,1180949,2724886,68,32,6,30,17-03-2021,23-12-2023,30-10-2022
GEO,1296430,249370,1182418,2728219,68,32,6,30,17-03-2021,23-12-2023,27-11-2022
GEO,1297402,249807,1183537,2730747,68,33,6,30,17-03-2021,23-12-2023,25-12-2022
GEO,1298391,250213,1184598,2733202,69,33,6,30,17-03-2021,23-12-2023,29-01-2023
GEO,1299300,250552,1185507,2735359,69,33,6,30,17-03-2021,23-12-2023,26-02-2023
GEO,1300115,250859,1186337,2737312,69,33,6,30,17-03-2021,23-12-2023,26-03-2023
GEO,1300604,251061,1186877,2738542,69,33,6,30,17-03-2021,23-12-2023,30-04-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,28-05-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,25-06-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,30-07-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,27-08-2023
GEO,7066,,,7066,,,,,17-03-2021,23-12-2023,28-03-2021
GEO,36504,,4338,40842,1,1,,,17-03-2021,23-12-2023,25-04-2021
GEO,110020,,30521,140540,4,3,,1,17-03-2021,23-12-2023,30-05-2021
GEO,156587,,99623,256210,6,4,,2,17-03-2021,23-12-2023,27-06-2021
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,24-09-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,29-10-2023
GEO,1300867,251191,1187212,2739270,69,33,6,30,17-03-2021,23-12-2023,26-11-2023
SOM,2185157,,1385138,2662744,17,14,,9,16-03-2021,31-12-2023,24-04-2022
SOM,2292806,,1421322,2775067,17,14,,9,16-03-2021,31-12-2023,29-05-2022
SOM,2650769,,1641835,3149210,20,17,,10,16-03-2021,31-12-2023,26-06-2022
SOM,2811909,,2064241,3677431,23,18,,13,16-03-2021,31-12-2023,31-07-2022
SOM,3568871,,2467815,4545501,29,22,,16,16-03-2021,31-12-2023,28-08-2022
SOM,5035259,,3834624,6030475,38,32,,24,16-03-2021,31-12-2023,25-09-2022
SOM,7137557,,5937001,8132852,51,45,,37,16-03-2021,31-12-2023,30-10-2022
SOM,7294403,,6094763,8290886,52,46,,38,16-03-2021,31-12-2023,27-11-2022
SOM,7720616,,6520582,8717103,55,49,,41,16-03-2021,31-12-2023,25-12-2022
SOM,7887256,,6654013,8731495,55,50,,42,16-03-2021,31-12-2023,29-01-2023
SOM,8039242,,6773935,8736483,55,51,,43,16-03-2021,31-12-2023,26-02-2023
SOM,8207513,,6906705,8742006,55,52,,43,16-03-2021,31-12-2023,26-03-2023
SOM,8370355,,7035193,8747350,55,53,,44,16-03-2021,31-12-2023,30-04-2023
SOM,8587287,,7262878,8752872,55,54,,46,16-03-2021,31-12-2023,28-05-2023
SOM,8797222,,7483218,8758217,55,55,,47,16-03-2021,31-12-2023,25-06-2023
SOM,8972167,,7666835,8763739,55,56,,48,16-03-2021,31-12-2023,30-07-2023
SOM,8972167,,7666835,8769262,55,56,,48,16-03-2021,31-12-2023,27-08-2023
SOM,8972167,,7666835,8774606,55,56,,48,16-03-2021,31-12-2023,24-09-2023
SOM,8972167,,7666835,8780128,55,56,,48,16-03-2021,31-12-2023,29-10-2023
SOM,8972167,,7666835,8784760,55,56,,48,16-03-2021,31-12-2023,26-11-2023
SOM,31460,,,31460,,,,,16-03-2021,31-12-2023,28-03-2021
SOM,122545,,,122545,1,1,,,16-03-2021,31-12-2023,25-04-2021
SOM,129419,,4714,134133,1,1,,,16-03-2021,31-12-2023,30-05-2021
SOM,140136,,71986,212122,1,1,,,16-03-2021,31-12-2023,27-06-2021
SOM,184419,,92716,277135,2,1,,1,16-03-2021,31-12-2023,25-07-2021
SOM,196279,,96801,293080,2,1,,1,16-03-2021,31-12-2023,29-08-2021
SOM,259041,,236000,495041,3,2,,1,16-03-2021,31-12-2023,26-09-2021
SOM,363102,,293981,657083,4,2,,2,16-03-2021,31-12-2023,31-10-2021
SOM,850304,,623901,1098173,7,5,,4,16-03-2021,31-12-2023,28-11-2021
SOM,1222698,,820891,1525026,10,8,,5,16-03-2021,31-12-2023,26-12-2021
SOM,1328837,,869145,1610500,10,8,,5,16-03-2021,31-12-2023,30-01-2022
SOM,1479158,,937617,1838348,12,9,,6,16-03-2021,31-12-2023,27-02-2022
SOM,1995307,,1337503,2461054,15,13,,8,16-03-2021,31-12-2023,27-03-2022
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,27-08-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,24-09-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,29-10-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,26-11-2023
MDV,112853,,,112853,21,21,,,01-02-2021,25-05-2023,28-02-2021
MDV,241652,,3976,245628,45,45,,1,01-02-2021,25-05-2023,28-03-2021
MDV,298159,,115824,413983,77,55,,21,01-02-2021,25-05-2023,25-04-2021
MDV,310159,,167757,477916,88,57,,31,01-02-2021,25-05-2023,30-05-2021
MDV,316945,,192459,509404,94,59,,36,01-02-2021,25-05-2023,27-06-2021
MDV,324023,,271136,595159,110,60,,50,01-02-2021,25-05-2023,25-07-2021
MDV,384033,,302666,686700,127,71,,56,01-02-2021,25-05-2023,29-08-2021
MDV,392269,,339455,731724,135,73,,63,01-02-2021,25-05-2023,26-09-2021
MDV,394572,,357741,752313,139,73,,66,01-02-2021,25-05-2023,31-10-2021
MDV,395755,,363888,759644,141,73,,67,01-02-2021,25-05-2023,28-11-2021
MDV,396775,,367513,764288,141,73,,68,01-02-2021,25-05-2023,26-12-2021
MDV,397642,75884,369883,843409,156,74,14,68,01-02-2021,25-05-2023,30-01-2022
MDV,398214,132723,371091,902028,167,74,25,69,01-02-2021,25-05-2023,27-02-2022
MDV,398516,154798,383744,937058,173,74,29,71,01-02-2021,25-05-2023,27-03-2022
MDV,398593,158942,383961,941497,174,74,29,71,01-02-2021,25-05-2023,24-04-2022
MDV,398693,161074,384206,943973,175,74,30,71,01-02-2021,25-05-2023,29-05-2022
MDV,398877,163992,384545,947414,175,74,30,71,01-02-2021,25-05-2023,26-06-2022
MDV,398993,165835,384742,949571,176,74,31,71,01-02-2021,25-05-2023,31-07-2022
MDV,399080,166732,384927,950739,176,74,31,71,01-02-2021,25-05-2023,28-08-2022
MDV,399110,166893,384974,950977,176,74,31,71,01-02-2021,25-05-2023,25-09-2022
MDV,399134,167102,385037,951274,176,74,31,71,01-02-2021,25-05-2023,30-10-2022
MDV,399147,167179,385077,951404,176,74,31,71,01-02-2021,25-05-2023,27-11-2022
MDV,399159,167187,385083,951429,176,74,31,71,01-02-2021,25-05-2023,25-12-2022
MDV,399206,167187,385094,951488,176,74,31,71,01-02-2021,25-05-2023,29-01-2023
MDV,399264,167204,385113,951581,176,74,31,71,01-02-2021,25-05-2023,26-02-2023
MDV,399284,167228,385141,951653,176,74,31,71,01-02-2021,25-05-2023,26-03-2023
MDV,399299,167265,385156,951721,176,74,31,71,01-02-2021,25-05-2023,30-04-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,28-05-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,25-06-2023
MDV,399308,167289,385167,951764,176,74,31,71,01-02-2021,25-05-2023,30-07-2023
ECU,14970670,7732930,14240587,39564195,224,85,44,81,20-01-2021,29-12-2023,25-06-2023
ECU,15034564,7732930,14240587,39564195,224,85,44,81,20-01-2021,29-12-2023,30-07-2023
ECU,15098459,7732930,14240587,39564195,224,86,44,81,20-01-2021,29-12-2023,27-08-2023
ECU,15160292,7732930,14240587,39564195,224,86,44,81,20-01-2021,29-12-2023,24-09-2023
ECU,15224186,7732930,14240587,39564195,224,86,44,81,20-01-2021,29-12-2023,29-10-2023
ECU,15286019,7732930,14240587,39564195,224,87,44,81,20-01-2021,29-12-2023,26-11-2023
ECU,3909,,,3909,,,,,20-01-2021,29-12-2023,31-01-2021
ECU,25099,,4428,29527,,,,,20-01-2021,29-12-2023,28-02-2021
ECU,177362,,58556,235918,1,1,,,20-01-2021,29-12-2023,28-03-2021
ECU,591190,,219040,810230,5,3,,1,20-01-2021,29-12-2023,25-04-2021
ECU,1509764,,515282,2025046,11,9,,3,20-01-2021,29-12-2023,30-05-2021
ECU,2754093,,1347088,4101181,23,16,,8,20-01-2021,29-12-2023,27-06-2021
ECU,8522799,,2283307,10806107,61,48,,13,20-01-2021,29-12-2023,25-07-2021
ECU,10390834,,8374586,18765420,106,59,,47,20-01-2021,29-12-2023,29-08-2021
ECU,10900496,,9896698,20797194,118,62,,56,20-01-2021,29-12-2023,26-09-2021
ECU,12101799,48291,10270253,22420342,127,69,,58,20-01-2021,29-12-2023,31-10-2021
ECU,13269372,372129,11248452,24824540,141,75,2,64,20-01-2021,29-12-2023,28-11-2021
ECU,13734023,1106443,12661253,27501719,156,78,6,72,20-01-2021,29-12-2023,26-12-2021
ECU,14107030,2545635,13288761,29941426,170,80,14,75,20-01-2021,29-12-2023,30-01-2022
ECU,14218822,4125300,13551519,31895641,181,81,23,77,20-01-2021,29-12-2023,27-02-2022
ECU,14285555,5234045,13720218,33239817,188,81,30,78,20-01-2021,29-12-2023,27-03-2022
ECU,14557237,5802859,13900207,34281629,194,83,33,79,20-01-2021,29-12-2023,24-04-2022
ECU,14603757,6230549,13973762,35194142,199,83,35,79,20-01-2021,29-12-2023,29-05-2022
ECU,14624868,6486708,14015828,35829518,203,83,37,79,20-01-2021,29-12-2023,26-06-2022
ECU,14649208,6751152,14059526,36716766,208,83,38,80,20-01-2021,29-12-2023,31-07-2022
ECU,14678677,7007307,14102848,37485807,212,83,40,80,20-01-2021,29-12-2023,28-08-2022
ECU,14702409,7253753,14142219,38158348,216,83,41,80,20-01-2021,29-12-2023,25-09-2022
ECU,14717652,7382222,14166172,38530449,218,83,42,80,20-01-2021,29-12-2023,30-10-2022
ECU,14737023,7543399,14195332,38998029,221,84,43,80,20-01-2021,29-12-2023,27-11-2022
ECU,14752369,7648558,14216808,39321860,223,84,43,81,20-01-2021,29-12-2023,25-12-2022
ECU,14760002,7688531,14227614,39437770,224,84,44,81,20-01-2021,29-12-2023,29-01-2023
ECU,14764956,7713504,14234867,39509988,224,84,44,81,20-01-2021,29-12-2023,26-02-2023
ECU,14783110,7732930,14240587,39564195,224,84,44,81,20-01-2021,29-12-2023,26-03-2023
ECU,14844943,7732930,14240587,39564195,224,84,44,81,20-01-2021,29-12-2023,30-04-2023
ECU,14908837,7732930,14240587,39564195,224,85,44,81,20-01-2021,29-12-2023,28-05-2023
KGZ,1432063,158480,1264165,2854707,44,22,2,19,31-03-2021,23-12-2023,29-05-2022
KGZ,1443071,171066,1280706,2894843,44,22,3,20,31-03-2021,23-12-2023,26-06-2022
KGZ,1448633,177969,1286713,2913315,45,22,3,20,31-03-2021,23-12-2023,31-07-2022
KGZ,1459752,199361,1292380,2951492,45,22,3,20,31-03-2021,23-12-2023,28-08-2022
KGZ,1467316,210366,1298437,2976119,46,22,3,20,31-03-2021,23-12-2023,25-09-2022
KGZ,1475701,233610,1305829,3015141,46,23,4,20,31-03-2021,23-12-2023,30-10-2022
KGZ,1482537,240709,1309915,3033160,46,23,4,20,31-03-2021,23-12-2023,27-11-2022
KGZ,1489230,252642,1314395,3056266,47,23,4,20,31-03-2021,23-12-2023,25-12-2022
KGZ,1493736,262151,1318070,3073958,47,23,4,20,31-03-2021,23-12-2023,29-01-2023
KGZ,1499234,269888,1321795,3090918,47,23,4,20,31-03-2021,23-12-2023,26-02-2023
KGZ,1505648,273877,1324686,3104211,48,23,4,20,31-03-2021,23-12-2023,26-03-2023
KGZ,1512590,279528,1329459,3121578,48,23,4,20,31-03-2021,23-12-2023,30-04-2023
KGZ,1522294,291717,1335222,3149234,48,23,4,20,31-03-2021,23-12-2023,28-05-2023
KGZ,1528725,300818,1337850,3167393,49,23,5,21,31-03-2021,23-12-2023,25-06-2023
KGZ,1528725,300818,1337850,3167393,49,23,5,21,31-03-2021,23-12-2023,30-07-2023
KGZ,1528725,300818,1337850,3167393,49,23,5,21,31-03-2021,23-12-2023,27-08-2023
KGZ,1528725,300818,1337850,3167393,49,23,5,21,31-03-2021,23-12-2023,24-09-2023
KGZ,1528725,300818,1337850,3167393,49,23,5,21,31-03-2021,23-12-2023,29-10-2023
